post_content,hashtags,user_mentions,datetime,sentiment_scores,sentiment,topic,new_post_content
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,0.7096,negative,education,border closures home affairs leaving efforts remain destroy glorious rankings australian universities taken account leave australian education glory levels won't point return respect ur students #visajuly
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,0.7096,negative,education rankings,border closures home affairs leaving efforts remain destroy glorious rankings australian universities taken account leave australian education glory levels won't point return respect ur students #visajuly
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,0.7096,negative,student issues,border closures home affairs leaving efforts remain destroy glorious rankings australian universities taken account leave australian education glory levels won't point return respect ur students #visajuly
[Kompas]Beasiswa Lintas Disiplin di Australia[Okezone]: Council of International Students Australia membuka pr...,,,2014-05-08T23:17:20.000Z,0.0,neutral,scholarships,[kompas]beasiswa lintas disiplin di australia[okezone]: council international students australia membuka pr...
[Kompas]Beasiswa Lintas Disiplin di Australia[Okezone]: Council of International Students Australia membuka pr...,,,2014-05-08T23:17:20.000Z,0.0,neutral,migration policy,[kompas]beasiswa lintas disiplin di australia[okezone]: council international students australia membuka pr...
"Standard international students in Australia. Not here to study. Not here to experience Australia, participate in the culture or interact with locals. Just a cheap place to live in an enclave and make more money.",,,2023-10-31T11:30:27.000Z,0.0,neutral,education quality,"standard international students australia. study. experience australia, participate culture interact locals. just cheap place live enclave make money."
"Standard international students in Australia. Not here to study. Not here to experience Australia, participate in the culture or interact with locals. Just a cheap place to live in an enclave and make more money.",,,2023-10-31T11:30:27.000Z,0.0,neutral,study visa,"standard international students australia. study. experience australia, participate culture interact locals. just cheap place live enclave make money."
"Standard international students in Australia. Not here to study. Not here to experience Australia, participate in the culture or interact with locals. Just a cheap place to live in an enclave and make more money.",,,2023-10-31T11:30:27.000Z,0.0,neutral,education costs,"standard international students australia. study. experience australia, participate culture interact locals. just cheap place live enclave make money."
La Trobe Business School MBA Scholarship for International Students in Australia (Deadline:30/11/2013),".UmTe6JH59Co.twitter…, Paltweets",,2013-10-21T07:59:53.000Z,0.0,neutral,scholarships,la trobe business school mba scholarship international students australia (deadline:30/11/2013)
La Trobe Business School MBA Scholarship for International Students in Australia (Deadline:30/11/2013),".UmTe6JH59Co.twitter…, Paltweets",,2013-10-21T07:59:53.000Z,0.0,neutral,education,la trobe business school mba scholarship international students australia (deadline:30/11/2013)
La Trobe Business School MBA Scholarship for International Students in Australia (Deadline:30/11/2013),".UmTe6JH59Co.twitter…, Paltweets",,2013-10-21T07:59:53.000Z,0.0,neutral,australia deadline,la trobe business school mba scholarship international students australia (deadline:30/11/2013)
"Research Scholarships for International Students in Australia, 2014  via @sharethis",,@sharethis,2013-12-27T14:34:15.000Z,0.0,neutral,scholarships,"research scholarships international students australia, 2014 @sharethis"
"Research Scholarships for International Students in Australia, 2014  via @sharethis",,@sharethis,2013-12-27T14:34:15.000Z,0.0,neutral,education,"research scholarships international students australia, 2014 @sharethis"
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,student support,request australia government open vfs boaders international students. country opened boaders international students australia. it's just travel ban students future #help
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,government policy,request australia government open vfs boaders international students. country opened boaders international students australia. it's just travel ban students future #help
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,education,request australia government open vfs boaders international students. country opened boaders international students australia. it's just travel ban students future #help
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,education,request australia government open vfs boaders international students. country opened boaders international students australia. it's just travel ban students future #help
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,international relations,request australia government open vfs boaders international students. country opened boaders international students australia. it's just travel ban students future #help
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,student support,request australia government open vfs boaders international students. country opened boaders international students australia. it's just travel ban students future #help
2014 Juris Doctor Scholarships for International Students in Australia,,,2014-01-25T19:01:52.000Z,0.0,neutral,scholarships,2014 juris doctor scholarships international students australia
2014 Juris Doctor Scholarships for International Students in Australia,,,2014-01-25T19:01:52.000Z,0.0,neutral,education,2014 juris doctor scholarships international students australia
2014-2015 ASI Scholarships for International Students in Australia,,,2013-11-04T13:13:32.000Z,0.0,neutral,scholarships,2014-2015 asi scholarships international students australia
